row_index,doc_id,field_name,raw_value,status,mapped_uri_or_reason
40,FAO_042_i3720e,aboutTaxon,fish,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Fish
40,FAO_042_i3720e,aboutTaxon,aquatic species,unmapped,no ontology match (and manual fallback failed)
40,FAO_042_i3720e,aboutLocation,Global,mapped,http://example.org/aqua-kg#Global
40,FAO_042_i3720e,documentProductionMode,fisheries,unmapped,no ontology match (and manual fallback failed)
40,FAO_042_i3720e,documentProductionMode,aquaculture,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Aquaculture
41,NACA_001,docId,NACA_001,skipped_no_predicate,predicate missing in ontology
41,NACA_001,title,"Status, technological innovations, and industry development needs of mud crab (Scylla spp.) aquaculture",set,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#NACA_001
41,NACA_001,filePath,data/raw_docs/NACA_001_1737869839.pdf,set,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#NACA_001
41,NACA_001,language,English,skipped_no_predicate,predicate missing in ontology
41,NACA_001,keywords,mud crab; Scylla spp.; aquaculture; crab farming; hatchery; seedstock; farming systems; value chain; marketing; industry development,skipped_no_predicate,predicate missing in ontology
41,NACA_001,aboutTaxon,mud crab,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Scylla_spp
41,NACA_001,aboutTaxon,Scylla spp.,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Scylla_spp
41,NACA_001,aboutLocation,Singapore,unmapped,no ontology match (and manual fallback failed)
41,NACA_001,aboutLocation,Global,mapped,http://example.org/aqua-kg#Global
41,NACA_001,documentProductionMode,aquaculture,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Aquaculture
42,NACA_002,docId,NACA_002,skipped_no_predicate,predicate missing in ontology
42,NACA_002,title,Shrimp farm biosecurity in Saudi Arabia: A journey from past practices to future vision,set,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#NACA_002
42,NACA_002,filePath,data/raw_docs/NACA_002_1749824700.pdf,set,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#NACA_002
42,NACA_002,language,English,skipped_no_predicate,predicate missing in ontology
42,NACA_002,keywords,shrimp; Penaeus vannamei; biosecurity; Saudi Arabia; shrimp aquaculture; disease monitoring; hatchery; white spot syndrome; broodstock; marine shrimp production,skipped_no_predicate,predicate missing in ontology
42,NACA_002,aboutTaxon,shrimp,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp
42,NACA_002,aboutTaxon,Penaeus vannamei,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Tom_the_chan_trang
42,NACA_002,aboutDisease,WSSV,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#WhiteSpotDisease
42,NACA_002,aboutLocation,Saudi Arabia,unmapped,no ontology match (and manual fallback failed)
42,NACA_002,documentProductionMode,shrimp aquaculture,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Aquaculture
43,NACA_003,docId,NACA_003,skipped_no_predicate,predicate missing in ontology
43,NACA_003,title,"Report of the fifteenth meeting of the Asia Regional Advisory Group on Aquatic Animal Health, 21-23 November 2016",set,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#NACA_003
43,NACA_003,filePath,data/raw_docs/NACA_003_1494554353.pdf,set,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#NACA_003
43,NACA_003,language,English,skipped_no_predicate,predicate missing in ontology
43,NACA_003,keywords,aquatic animal health; shrimp; crabs and lobsters; freshwater prawns; marine finfish; molluscs; disease reporting; biosecurity; AHPND; WSSV,skipped_no_predicate,predicate missing in ontology
43,NACA_003,aboutTaxon,aquatic animals,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_AquaticTaxon
43,NACA_003,aboutTaxon,shrimp,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp
43,NACA_003,aboutTaxon,crabs and lobsters,unmapped,no ontology match (and manual fallback failed)
43,NACA_003,aboutTaxon,freshwater prawns,unmapped,no ontology match (and manual fallback failed)
43,NACA_003,aboutTaxon,marine finfish,unmapped,no ontology match (and manual fallback failed)
43,NACA_003,aboutTaxon,molluscs,unmapped,no ontology match (and manual fallback failed)
43,NACA_003,aboutDisease,WSSV,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#WhiteSpotDisease
43,NACA_003,aboutDisease,yellow head virus,unmapped,no ontology match (and manual fallback failed)
43,NACA_003,aboutDisease,IMN,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#IMN
43,NACA_003,aboutDisease,AHPND,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#AHPND
43,NACA_003,aboutLocation,Australia,unmapped,no ontology match (and manual fallback failed)
43,NACA_003,aboutLocation,China,unmapped,no ontology match (and manual fallback failed)
43,NACA_003,aboutLocation,India,mapped,http://example.org/aqua-kg#India
43,NACA_003,aboutLocation,Indonesia,unmapped,no ontology match (and manual fallback failed)
43,NACA_003,aboutLocation,Malaysia,unmapped,no ontology match (and manual fallback failed)
43,NACA_003,aboutLocation,Philippines,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Philippines
43,NACA_003,aboutLocation,Thailand,unmapped,no ontology match (and manual fallback failed)
43,NACA_003,aboutLocation,Vietnam,mapped,http://example.org/aqua-kg#Vietnam
43,NACA_003,documentProductionMode,aquaculture,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Aquaculture
44,TCTS_001,docId,TCTS_001,skipped_no_predicate,predicate missing in ontology
44,TCTS_001,title,Các bệnh thường gặp trên tôm nước lợ và biện pháp phòng chống hiệu quả,set,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#TCTS_001
44,TCTS_001,filePath,data/raw_docs/TCTS_001_024286.pdf,set,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#TCTS_001
44,TCTS_001,language,Vietnamese,skipped_no_predicate,predicate missing in ontology
44,TCTS_001,keywords,shrimp disease; white spot disease; WSD; WSSV; Penaeus monodon; Litopenaeus vannamei; disease prevention; biosecurity; shrimp aquaculture; Viet Nam,skipped_no_predicate,predicate missing in ontology
44,TCTS_001,aboutTaxon,shrimp,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp
44,TCTS_001,aboutTaxon,Penaeus monodon,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Tom_su
44,TCTS_001,aboutTaxon,Penaeus vannamei,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Tom_the_chan_trang
44,TCTS_001,aboutDisease,WSSV,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#WhiteSpotDisease
44,TCTS_001,aboutDisease,WSD,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#WhiteSpotDisease
44,TCTS_001,aboutLocation,Vietnam,mapped,http://example.org/aqua-kg#Vietnam
44,TCTS_001,documentProductionMode,shrimp aquaculture,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Aquaculture
45,IJMS_001,docId,IJMS_001,skipped_no_predicate,predicate missing in ontology
45,IJMS_001,title,Integrin β Regulates the Hepatopancreas Antiviral Innate Immune System by Affecting the Expression of Antimicrobial Peptides in Penaeus vannamei,set,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#IJMS_001
45,IJMS_001,filePath,data/raw_docs/IJMS_001_ijms26178478.pdf,set,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#IJMS_001
45,IJMS_001,language,English,skipped_no_predicate,predicate missing in ontology
45,IJMS_001,keywords,shrimp; Penaeus vannamei; WSSV; white spot syndrome virus; innate immunity; integrin beta; antimicrobial peptides; hepatopancreas; viral infection; shrimp disease,skipped_no_predicate,predicate missing in ontology
45,IJMS_001,aboutTaxon,Penaeus vannamei,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Tom_the_chan_trang
45,IJMS_001,aboutTaxon,shrimp,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp
45,IJMS_001,aboutDisease,WSSV,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#WhiteSpotDisease
45,IJMS_001,documentProductionMode,shrimp aquaculture,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Aquaculture
46,BIOLOGY_001,docId,BIOLOGY_001,skipped_no_predicate,predicate missing in ontology
46,BIOLOGY_001,title,Characterization and Expression Analysis of the C-Type Lectin Ladderlectin in Litopenaeus vannamei Post-WSSV Infection,set,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#BIOLOGY_001
46,BIOLOGY_001,filePath,data/raw_docs/BIOLOGY_001_biology13100758.pdf,set,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#BIOLOGY_001
46,BIOLOGY_001,language,English,skipped_no_predicate,predicate missing in ontology
46,BIOLOGY_001,keywords,Litopenaeus vannamei; shrimp; WSSV; white spot syndrome virus; C-type lectin; ladderlectin; innate immunity; viral infection; RNAi; shrimp disease,skipped_no_predicate,predicate missing in ontology
46,BIOLOGY_001,aboutTaxon,Penaeus vannamei,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Tom_the_chan_trang
46,BIOLOGY_001,aboutTaxon,shrimp,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp
46,BIOLOGY_001,aboutDisease,WSSV,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#WhiteSpotDisease
46,BIOLOGY_001,documentProductionMode,shrimp aquaculture,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Aquaculture
47,PLOS_001,docId,PLOS_001,skipped_no_predicate,predicate missing in ontology
47,PLOS_001,title,"PmVRP15, a Novel Viral Responsive Protein from the Black Tiger Shrimp, Penaeus monodon, Promoted White Spot Syndrome Virus Replication",set,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PLOS_001
47,PLOS_001,filePath,data/raw_docs/PLOS_001_pone.0091930.pdf,set,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PLOS_001
47,PLOS_001,language,English,skipped_no_predicate,predicate missing in ontology
47,PLOS_001,keywords,Penaeus monodon; black tiger shrimp; shrimp; WSSV; white spot syndrome virus; viral replication; antiviral response; immune response; hemocytes; shrimp disease,skipped_no_predicate,predicate missing in ontology
47,PLOS_001,aboutTaxon,Penaeus monodon,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Tom_su
47,PLOS_001,aboutTaxon,black tiger shrimp,mapped_manual,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Tom_su
47,PLOS_001,aboutTaxon,shrimp,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp
47,PLOS_001,aboutDisease,WSSV,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#WhiteSpotDisease
47,PLOS_001,documentProductionMode,shrimp aquaculture,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Aquaculture
48,SEAFDEC_001,docId,SEAFDEC_001,skipped_no_predicate,predicate missing in ontology
48,SEAFDEC_001,title,Acute hepatopancreatic necrosis disease (AHPND)) and hepatopancreatic microsporidiosis (HPM)): Two threats to sustainable shrimp aquaculture,set,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_001
48,SEAFDEC_001,filePath,data/raw_docs/SEAFDEC_001_DharAK2021.pdf,set,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_001
48,SEAFDEC_001,language,English,skipped_no_predicate,predicate missing in ontology
48,SEAFDEC_001,keywords,shrimp; AHPND; acute hepatopancreatic necrosis disease; HPM; hepatopancreatic microsporidiosis; EHP; shrimp disease; Vibrio; shrimp aquaculture; disease management,skipped_no_predicate,predicate missing in ontology
48,SEAFDEC_001,aboutTaxon,shrimp,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp
48,SEAFDEC_001,aboutDisease,AHPND,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#AHPND
48,SEAFDEC_001,aboutDisease,HPM,unmapped,no ontology match (and manual fallback failed)
48,SEAFDEC_001,aboutDisease,EHP,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#EHP
48,SEAFDEC_001,documentProductionMode,shrimp aquaculture,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Aquaculture
49,SEAFDEC_002,docId,SEAFDEC_002,skipped_no_predicate,predicate missing in ontology
49,SEAFDEC_002,title,Status of transboundary diseases of penaeid shrimps in Singapore,set,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_002
49,SEAFDEC_002,filePath,data/raw_docs/SEAFDEC_002_Wong2016.pdf,set,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_002
49,SEAFDEC_002,language,English,skipped_no_predicate,predicate missing in ontology
49,SEAFDEC_002,keywords,shrimp; penaeid shrimp; AHPND; WSSV; transboundary disease; shrimp aquaculture; disease surveillance; biosecurity; Singapore; aquatic animal health,skipped_no_predicate,predicate missing in ontology
49,SEAFDEC_002,aboutTaxon,penaeid shrimp,unmapped,no ontology match (and manual fallback failed)
49,SEAFDEC_002,aboutTaxon,shrimp,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp
49,SEAFDEC_002,aboutDisease,AHPND,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#AHPND
49,SEAFDEC_002,aboutDisease,WSSV,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#WhiteSpotDisease
49,SEAFDEC_002,aboutLocation,Singapore,unmapped,no ontology match (and manual fallback failed)
49,SEAFDEC_002,documentProductionMode,shrimp aquaculture,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Aquaculture
50,SEAFDEC_003,docId,SEAFDEC_003,skipped_no_predicate,predicate missing in ontology
50,SEAFDEC_003,title,Important diseases and practical control measures in shrimp culture in Japan,set,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_003
50,SEAFDEC_003,filePath,data/raw_docs/SEAFDEC_003_Yuasa2016.pdf,set,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_003
50,SEAFDEC_003,language,English,skipped_no_predicate,predicate missing in ontology
50,SEAFDEC_003,keywords,shrimp; Marsupenaeus japonicus; Penaeus vannamei; WSSV; vibriosis; shrimp disease; biosecurity; hatchery; disease control; shrimp farming,skipped_no_predicate,predicate missing in ontology
50,SEAFDEC_003,aboutTaxon,shrimp,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp
50,SEAFDEC_003,aboutTaxon,Marsupenaeus japonicus,unmapped,no ontology match (and manual fallback failed)
50,SEAFDEC_003,aboutTaxon,Penaeus vannamei,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Tom_the_chan_trang
50,SEAFDEC_003,aboutDisease,WSSV,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#WhiteSpotDisease
50,SEAFDEC_003,aboutDisease,vibriosis,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Vibriosis
50,SEAFDEC_003,aboutLocation,Japan,unmapped,no ontology match (and manual fallback failed)
50,SEAFDEC_003,documentProductionMode,shrimp aquaculture,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Aquaculture
51,SEAFDEC_004,docId,SEAFDEC_004,skipped_no_predicate,predicate missing in ontology
51,SEAFDEC_004,title,Advocating preventive measures that inhibit early mortality syndrome in shrimps,set,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_004
51,SEAFDEC_004,filePath,data/raw_docs/SEAFDEC_004_sp15-3.pdf,set,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_004
51,SEAFDEC_004,language,Vietnamese,skipped_no_predicate,predicate missing in ontology
51,SEAFDEC_004,keywords,shrimp; AHPND; EMS; early mortality syndrome; shrimp disease; disease prevention; biosecurity; shrimp farming; hepatopancreas; aquaculture,skipped_no_predicate,predicate missing in ontology
51,SEAFDEC_004,aboutTaxon,shrimp,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp
51,SEAFDEC_004,aboutTaxon,Penaeus monodon,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Tom_su
51,SEAFDEC_004,aboutTaxon,Penaeus vannamei,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Tom_the_chan_trang
51,SEAFDEC_004,aboutDisease,AHPND,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#AHPND
51,SEAFDEC_004,aboutDisease,EMS,unmapped,no ontology match (and manual fallback failed)
51,SEAFDEC_004,aboutLocation,Southeast Asia,unmapped,no ontology match (and manual fallback failed)
51,SEAFDEC_004,documentProductionMode,shrimp aquaculture,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Aquaculture
52,SEAFDEC_005,docId,SEAFDEC_005,skipped_no_predicate,predicate missing in ontology
52,SEAFDEC_005,title,Status of shrimp health management in Myanmar,set,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_005
52,SEAFDEC_005,filePath,data/raw_docs/SEAFDEC_005_WahSLP2016.pdf,set,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_005
52,SEAFDEC_005,language,English,skipped_no_predicate,predicate missing in ontology
52,SEAFDEC_005,keywords,shrimp; Penaeus monodon; WSSV; TSV; IHHNV; YHV; shrimp disease; health management; biosecurity; aquaculture; Myanmar,skipped_no_predicate,predicate missing in ontology
52,SEAFDEC_005,aboutTaxon,shrimp,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp
52,SEAFDEC_005,aboutTaxon,Penaeus monodon,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Tom_su
52,SEAFDEC_005,aboutDisease,WSSV,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#WhiteSpotDisease
52,SEAFDEC_005,aboutDisease,TSV,unmapped,no ontology match (and manual fallback failed)
52,SEAFDEC_005,aboutDisease,IHHNV,unmapped,no ontology match (and manual fallback failed)
52,SEAFDEC_005,aboutDisease,YHV,unmapped,no ontology match (and manual fallback failed)
52,SEAFDEC_005,aboutLocation,Myanmar,unmapped,no ontology match (and manual fallback failed)
52,SEAFDEC_005,documentProductionMode,shrimp aquaculture,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Aquaculture
53,SEAFDEC_006,docId,SEAFDEC_006,skipped_no_predicate,predicate missing in ontology
53,SEAFDEC_006,title,Status of acute hepatopancreatic necrosis disease (AHPND) of cultured shrimps in the Philippines,set,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_006
53,SEAFDEC_006,filePath,data/raw_docs/SEAFDEC_006_Apostol2016.pdf,set,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_006
53,SEAFDEC_006,language,English,skipped_no_predicate,predicate missing in ontology
53,SEAFDEC_006,keywords,shrimp; AHPND; acute hepatopancreatic necrosis disease; Penaeus monodon; Penaeus vannamei; shrimp disease; disease surveillance; biosecurity; aquaculture; Philippines,skipped_no_predicate,predicate missing in ontology
53,SEAFDEC_006,aboutTaxon,shrimp,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp
53,SEAFDEC_006,aboutTaxon,Penaeus monodon,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Tom_su
53,SEAFDEC_006,aboutTaxon,Penaeus vannamei,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Tom_the_chan_trang
53,SEAFDEC_006,aboutDisease,AHPND,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#AHPND
53,SEAFDEC_006,aboutLocation,Philippines,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Philippines
53,SEAFDEC_006,documentProductionMode,shrimp aquaculture,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Aquaculture
54,SEAFDEC_007,docId,SEAFDEC_007,skipped_no_predicate,predicate missing in ontology
54,SEAFDEC_007,title,"Draft genome sequence of Vibrio parahaemolyticus strain PH1339, which causes acute hepatopancreatic necrosis disease in shrimp in the Philippines",set,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_007
54,SEAFDEC_007,filePath,data/raw_docs/SEAFDEC_007_Penir2019.pdf,set,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_007
54,SEAFDEC_007,language,English,skipped_no_predicate,predicate missing in ontology
54,SEAFDEC_007,keywords,Penaeus vannamei; shrimp; AHPND; Vibrio parahaemolyticus; genome sequence; bacterial toxin; PirA; PirB; shrimp disease; Philippines,skipped_no_predicate,predicate missing in ontology
54,SEAFDEC_007,aboutTaxon,Penaeus vannamei,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Tom_the_chan_trang
54,SEAFDEC_007,aboutTaxon,shrimp,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp
54,SEAFDEC_007,aboutDisease,AHPND,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#AHPND
54,SEAFDEC_007,aboutDisease,vibriosis,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Vibriosis
54,SEAFDEC_007,aboutLocation,Philippines,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Philippines
54,SEAFDEC_007,documentProductionMode,shrimp aquaculture,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Aquaculture
55,SEAFDEC_008,docId,SEAFDEC_008,skipped_no_predicate,predicate missing in ontology
55,SEAFDEC_008,title,Current status and impact of early mortality syndrome (EMS)/acute hepatopancreatic necrosis disease (AHPND) and hepatopancreatic microsporidiosis (HPM) outbreaks on Thailand’s shrimp farming,set,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_008
55,SEAFDEC_008,filePath,data/raw_docs/SEAFDEC_008_Putth2016.pdf,set,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_008
55,SEAFDEC_008,language,English,skipped_no_predicate,predicate missing in ontology
55,SEAFDEC_008,keywords,shrimp; AHPND; EMS; HPM; EHP; Penaeus vannamei; Penaeus monodon; shrimp disease; outbreak; biosecurity; Thailand,skipped_no_predicate,predicate missing in ontology
55,SEAFDEC_008,aboutTaxon,shrimp,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp
55,SEAFDEC_008,aboutTaxon,Penaeus vannamei,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Tom_the_chan_trang
55,SEAFDEC_008,aboutTaxon,Penaeus monodon,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Tom_su
55,SEAFDEC_008,aboutDisease,AHPND,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#AHPND
55,SEAFDEC_008,aboutDisease,EMS,unmapped,no ontology match (and manual fallback failed)
55,SEAFDEC_008,aboutDisease,HPM,unmapped,no ontology match (and manual fallback failed)
55,SEAFDEC_008,aboutDisease,EHP,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#EHP
55,SEAFDEC_008,aboutLocation,Thailand,unmapped,no ontology match (and manual fallback failed)
55,SEAFDEC_008,documentProductionMode,shrimp aquaculture,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Aquaculture
56,SEAFDEC_009,docId,SEAFDEC_009,skipped_no_predicate,predicate missing in ontology
56,SEAFDEC_009,title,Current status of acute hepatopancreatic necrosis disease (AHPND) and other transboundary diseases of farmed shrimps in Indonesia,set,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_009
56,SEAFDEC_009,filePath,data/raw_docs/SEAFDEC_009_Hastuti2016.pdf,set,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_009
56,SEAFDEC_009,language,English,skipped_no_predicate,predicate missing in ontology
56,SEAFDEC_009,keywords,shrimp; AHPND; EMS; WSSV; IMN; shrimp disease; transboundary disease; biosecurity; aquaculture; Indonesia,skipped_no_predicate,predicate missing in ontology
56,SEAFDEC_009,aboutTaxon,shrimp,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp
56,SEAFDEC_009,aboutDisease,AHPND,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#AHPND
56,SEAFDEC_009,aboutDisease,EMS,unmapped,no ontology match (and manual fallback failed)
56,SEAFDEC_009,aboutDisease,WSSV,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#WhiteSpotDisease
56,SEAFDEC_009,aboutDisease,IMN,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#IMN
56,SEAFDEC_009,aboutLocation,Indonesia,unmapped,no ontology match (and manual fallback failed)
56,SEAFDEC_009,documentProductionMode,shrimp aquaculture,mapped,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Aquaculture
57,SEAFDEC_010,docId,SEAFDEC_010,skipped_no_predicate,predicate missing in ontology
57,SEAFDEC_010,title,Latest research on acute hepatopancreatic necrosis disease (AHPND) of penaeid shrimps,set,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_010
57,SEAFDEC_010,filePath,data/raw_docs/SEAFDEC_010_Hirono2016.pdf,set,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_010
57,SEAFDEC_010,language,English,skipped_no_predicate,predicate missing in ontology
57,SEAFDEC_010,keywords,shrimp; AHPND; Vibrio parahaemolyticus; penaeid shrimp; PirA; PirB; toxin; shrimp disease; pathogen; aquaculture,skipped_no_predicate,predicate missing in ontology
57,SEAFDEC_010,aboutTaxon,penaeid shrimp,unmapped,no ontology match (and manual fallback failed)
