query_id,query,query_group,rank,doc_id,title,kg_score,intent_adjustment,explanation,kg_direct_fact_score_diagnostic,kg_relation_score_diagnostic,kg_explanation_score_diagnostic,kg_penalty_diagnostic,kg_unclassified_score_diagnostic,has_kg_score,has_direct_fact_evidence,has_relation_evidence,has_explanation_evidence,kg_direct_fact_evidence,kg_relation_evidence,kg_explanation_evidence,kg_component_notes
BI_001,biosecurity trong hatchery tôm thẻ chân trắng,biosecurity-management,1,FAO_005,Health management and biosecurity maintenance in white shrimp (Penaeus vannamei) hatcheries in Latin America,0.2,0.0,KG direct match: document aboutTaxon=Tôm thẻ chân trắng ; aboutTaxon=Tôm thẻ chân trắng (+0.20) ;  ; ,0.2,0.0,0.020000000000000004,0.0,0.0,True,True,False,True,aboutTaxon,,KG direct match: document aboutTaxon=Tôm thẻ chân trắng,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.2000; runtime_relation=0.0000; runtime_context=0.0000
BI_001,biosecurity trong hatchery tôm thẻ chân trắng,biosecurity-management,2,TCTS_001,Các bệnh thường gặp trên tôm nước lợ và biện pháp phòng chống hiệu quả,0.25,0.0,KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG context match: document recommendedPrevention=An toàn sinh học ; aboutTaxon=Tôm thẻ chân trắng (+0.20); prevention=An toàn sinh học (+0.05) ;  ; ,0.2,0.05,0.025,0.0,0.0,True,True,True,True,aboutTaxon,recommendedPrevention; prevention,KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG context match: document recommendedPrevention=An toàn sinh học,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.2000; runtime_relation=0.0000; runtime_context=0.0500
BI_001,biosecurity trong hatchery tôm thẻ chân trắng,biosecurity-management,3,PMC_035,Advanced Pathogen Monitoring in Penaeus vannamei from Three Latin American Regions: Passive Surveillance Part 2,0.25,0.0,KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG context match: document recommendedPrevention=An toàn sinh học ; aboutTaxon=Tôm thẻ chân trắng (+0.20); prevention=An toàn sinh học (+0.05) ;  ; ,0.2,0.05,0.025,0.0,0.0,True,True,True,True,aboutTaxon,recommendedPrevention; prevention,KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG context match: document recommendedPrevention=An toàn sinh học,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.2000; runtime_relation=0.0000; runtime_context=0.0500
BI_001,biosecurity trong hatchery tôm thẻ chân trắng,biosecurity-management,4,TB_001,Giải pháp an toàn sinh học trong nuôi tôm,0.25,0.0,KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG context match: document recommendedPrevention=An toàn sinh học ; aboutTaxon=Tôm thẻ chân trắng (+0.20); prevention=An toàn sinh học (+0.05) ;  ; ,0.2,0.05,0.025,0.0,0.0,True,True,True,True,aboutTaxon,recommendedPrevention; prevention,KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG context match: document recommendedPrevention=An toàn sinh học,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.2000; runtime_relation=0.0000; runtime_context=0.0500
BI_001,biosecurity trong hatchery tôm thẻ chân trắng,biosecurity-management,5,FAO_001,Shrimp acute hepatopancreatic necrosis disease strategy manual,0.25,-0.1,KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG context match: document recommendedPrevention=An toàn sinh học ; aboutTaxon=Tôm thẻ chân trắng (+0.20); prevention=An toàn sinh học (+0.05) ;  ; intent: biosecurity hatchery query vs disease strategy manual (-0.10),0.2,0.05,0.025,0.1,0.0,True,True,True,True,aboutTaxon,recommendedPrevention; prevention,KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG context match: document recommendedPrevention=An toàn sinh học,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.2000; runtime_relation=0.0000; runtime_context=0.0500; intent_guardrail_penalty_abs=0.1000
BI_001,biosecurity trong hatchery tôm thẻ chân trắng,biosecurity-management,6,TCKHTS_001,"Thực trạng môi trường và dịch bệnh tại vùng nuôi tôm trên cát ở Thạch Hà, Cẩm Xuyên và Nghi Xuân, Hà Tĩnh",0.25,0.0,KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG context match: document recommendedPrevention=An toàn sinh học ; aboutTaxon=Tôm thẻ chân trắng (+0.20); prevention=An toàn sinh học (+0.05) ;  ; ,0.2,0.05,0.025,0.0,0.0,True,True,True,True,aboutTaxon,recommendedPrevention; prevention,KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG context match: document recommendedPrevention=An toàn sinh học,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.2000; runtime_relation=0.0000; runtime_context=0.0500
BI_001,biosecurity trong hatchery tôm thẻ chân trắng,biosecurity-management,7,DLU_002,Nghiên cứu sự nhiễm vi rút đốm trắng (WSSV) ở tôm càng (Macrobrachium nipponense) và khả năng lan truyền bệnh sang tôm thẻ chân trắng (Litopenaeus vannamei),0.25,0.0,KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG context match: document recommendedPrevention=An toàn sinh học ; aboutTaxon=Tôm thẻ chân trắng (+0.20); prevention=An toàn sinh học (+0.05) ;  ; ,0.2,0.05,0.025,0.0,0.0,True,True,True,True,aboutTaxon,recommendedPrevention; prevention,KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG context match: document recommendedPrevention=An toàn sinh học,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.2000; runtime_relation=0.0000; runtime_context=0.0500
BI_001,biosecurity trong hatchery tôm thẻ chân trắng,biosecurity-management,8,SEAFDEC_004,Advocating preventive measures that inhibit early mortality syndrome in shrimps,0.25,0.0,KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG context match: document recommendedPrevention=An toàn sinh học ; aboutTaxon=Tôm thẻ chân trắng (+0.20); prevention=An toàn sinh học (+0.05) ;  ; ,0.2,0.05,0.025,0.0,0.0,True,True,True,True,aboutTaxon,recommendedPrevention; prevention,KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG context match: document recommendedPrevention=An toàn sinh học,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.2000; runtime_relation=0.0000; runtime_context=0.0500
BI_001,biosecurity trong hatchery tôm thẻ chân trắng,biosecurity-management,9,NACA_002,Shrimp farm biosecurity in Saudi Arabia: A journey from past practices to future vision,0.25,0.0,KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG context match: document recommendedPrevention=An toàn sinh học ; aboutTaxon=Tôm thẻ chân trắng (+0.20); prevention=An toàn sinh học (+0.05) ;  ; ,0.2,0.05,0.025,0.0,0.0,True,True,True,True,aboutTaxon,recommendedPrevention; prevention,KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG context match: document recommendedPrevention=An toàn sinh học,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.2000; runtime_relation=0.0000; runtime_context=0.0500
BI_001,biosecurity trong hatchery tôm thẻ chân trắng,biosecurity-management,10,TB_007,Bệnh đốm trắng ở tôm nuôi và công nghệ nuôi tôm nhằm phòng bệnh đốm trắng,0.25,0.0,KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG context match: document recommendedPrevention=An toàn sinh học ; aboutTaxon=Tôm thẻ chân trắng (+0.20); prevention=An toàn sinh học (+0.05) ;  ; ,0.2,0.05,0.025,0.0,0.0,True,True,True,True,aboutTaxon,recommendedPrevention; prevention,KG direct match: document aboutTaxon=Tôm thẻ chân trắng; KG context match: document recommendedPrevention=An toàn sinh học,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.2000; runtime_relation=0.0000; runtime_context=0.0500
BI_003,surveillance và phân vùng dịch bệnh động vật thủy sản,biosecurity-management,1,FAO_013,Surveillance and zoning for aquatic animal diseases,0.0,0.0, ;  ;  ; ,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.0000; runtime_relation=0.0000; runtime_context=0.0000
BI_003,surveillance và phân vùng dịch bệnh động vật thủy sản,biosecurity-management,2,FAO_036,Strengthening aquaculture health management in Bosnia and Herzegovina,0.0,0.0, ;  ;  ; ,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.0000; runtime_relation=0.0000; runtime_context=0.0000
BI_003,surveillance và phân vùng dịch bệnh động vật thủy sản,biosecurity-management,3,FAO_004,The Progressive Management Pathway for Aquaculture Biosecurity: Guidelines for application,0.0,0.0, ;  ;  ; ,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.0000; runtime_relation=0.0000; runtime_context=0.0000
BI_003,surveillance và phân vùng dịch bệnh động vật thủy sản,biosecurity-management,4,FAO_006,"FAO Second International Technical Seminar/Workshop on Acute hepatopancreatic necrosis disease (AHPND), Bangkok, Thailand 23–25 June 2016",0.0,0.0, ;  ;  ; ,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.0000; runtime_relation=0.0000; runtime_context=0.0000
BI_003,surveillance và phân vùng dịch bệnh động vật thủy sản,biosecurity-management,5,NACA_003,"Report of the fifteenth meeting of the Asia Regional Advisory Group on Aquatic Animal Health, 21-23 November 2016",0.0,0.0, ;  ;  ; ,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.0000; runtime_relation=0.0000; runtime_context=0.0000
BI_003,surveillance và phân vùng dịch bệnh động vật thủy sản,biosecurity-management,6,FAO_019,Understanding and applying risk analysis in aquaculture,0.0,0.0, ;  ;  ; ,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.0000; runtime_relation=0.0000; runtime_context=0.0000
BI_003,surveillance và phân vùng dịch bệnh động vật thủy sản,biosecurity-management,7,TCTS_001,Các bệnh thường gặp trên tôm nước lợ và biện pháp phòng chống hiệu quả,0.0,0.0, ;  ;  ; ,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.0000; runtime_relation=0.0000; runtime_context=0.0000
BI_003,surveillance và phân vùng dịch bệnh động vật thủy sản,biosecurity-management,8,FAO_034,A survey of national emergency preparedness and response (EPR) systems. FAO Project TCP/INT/3501: Strengthening biosecurity governance and capacities for dealing with the serious shrimp infectious myonecrosis virus (IMNV) disease,0.0,0.0, ;  ;  ; ,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.0000; runtime_relation=0.0000; runtime_context=0.0000
BI_003,surveillance và phân vùng dịch bệnh động vật thủy sản,biosecurity-management,9,FAO_009,Asia diagnostic guide to aquatic animal diseases,0.0,0.0, ;  ;  ; ,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.0000; runtime_relation=0.0000; runtime_context=0.0000
BI_003,surveillance và phân vùng dịch bệnh động vật thủy sản,biosecurity-management,10,SEAFDEC_005,Status of shrimp health management in Myanmar,0.0,0.0, ;  ;  ; ,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.0000; runtime_relation=0.0000; runtime_context=0.0000
BI_004,Progressive Management Pathway nuôi trồng an toàn sinh học FAO,biosecurity-management,1,FAO_004,The Progressive Management Pathway for Aquaculture Biosecurity: Guidelines for application,0.1,0.0,KG direct match: document documentProductionMode=Nuôi trồng ; documentProductionMode=Nuôi trồng (+0.10) ;  ; ,0.1,0.0,0.010000000000000002,0.0,0.0,True,True,False,True,documentProductionMode,,KG direct match: document documentProductionMode=Nuôi trồng,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.1000; runtime_relation=0.0000; runtime_context=0.0000
BI_004,Progressive Management Pathway nuôi trồng an toàn sinh học FAO,biosecurity-management,2,FAO_041,Guidelines for Sustainable Aquaculture,0.1,0.0,KG direct match: document documentProductionMode=Nuôi trồng ; documentProductionMode=Nuôi trồng (+0.10) ;  ; ,0.1,0.0,0.010000000000000002,0.0,0.0,True,True,False,True,documentProductionMode,,KG direct match: document documentProductionMode=Nuôi trồng,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.1000; runtime_relation=0.0000; runtime_context=0.0000
BI_004,Progressive Management Pathway nuôi trồng an toàn sinh học FAO,biosecurity-management,3,FAO_019,Understanding and applying risk analysis in aquaculture,0.1,0.0,KG direct match: document documentProductionMode=Nuôi trồng ; documentProductionMode=Nuôi trồng (+0.10) ;  ; ,0.1,0.0,0.010000000000000002,0.0,0.0,True,True,False,True,documentProductionMode,,KG direct match: document documentProductionMode=Nuôi trồng,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.1000; runtime_relation=0.0000; runtime_context=0.0000
BI_004,Progressive Management Pathway nuôi trồng an toàn sinh học FAO,biosecurity-management,4,NACA_003,"Report of the fifteenth meeting of the Asia Regional Advisory Group on Aquatic Animal Health, 21-23 November 2016",0.15000000000000002,0.0,KG direct match: document documentProductionMode=Nuôi trồng; KG context match: document recommendedPrevention=An toàn sinh học ; documentProductionMode=Nuôi trồng (+0.10); prevention=An toàn sinh học (+0.05) ;  ; ,0.1,0.05,0.015000000000000003,0.0,0.0,True,True,True,True,documentProductionMode,recommendedPrevention; prevention,KG direct match: document documentProductionMode=Nuôi trồng; KG context match: document recommendedPrevention=An toàn sinh học,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.1000; runtime_relation=0.0000; runtime_context=0.0500
BI_004,Progressive Management Pathway nuôi trồng an toàn sinh học FAO,biosecurity-management,5,FAO_001,Shrimp acute hepatopancreatic necrosis disease strategy manual,0.15000000000000002,0.0,KG direct match: document documentProductionMode=Nuôi trồng; KG context match: document recommendedPrevention=An toàn sinh học ; documentProductionMode=Nuôi trồng (+0.10); prevention=An toàn sinh học (+0.05) ;  ; ,0.1,0.05,0.015000000000000003,0.0,0.0,True,True,True,True,documentProductionMode,recommendedPrevention; prevention,KG direct match: document documentProductionMode=Nuôi trồng; KG context match: document recommendedPrevention=An toàn sinh học,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.1000; runtime_relation=0.0000; runtime_context=0.0500
BI_004,Progressive Management Pathway nuôi trồng an toàn sinh học FAO,biosecurity-management,6,FAO_010,Shrimp infectious myonecrosis strategy manual,0.15000000000000002,0.0,KG direct match: document documentProductionMode=Nuôi trồng; KG context match: document recommendedPrevention=An toàn sinh học ; documentProductionMode=Nuôi trồng (+0.10); prevention=An toàn sinh học (+0.05) ;  ; ,0.1,0.05,0.015000000000000003,0.0,0.0,True,True,True,True,documentProductionMode,recommendedPrevention; prevention,KG direct match: document documentProductionMode=Nuôi trồng; KG context match: document recommendedPrevention=An toàn sinh học,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.1000; runtime_relation=0.0000; runtime_context=0.0500
BI_004,Progressive Management Pathway nuôi trồng an toàn sinh học FAO,biosecurity-management,7,FAO_031,Translating the Guidelines for Sustainable Aquaculture into action. Policy brief,0.1,0.0,KG direct match: document documentProductionMode=Nuôi trồng ; documentProductionMode=Nuôi trồng (+0.10) ;  ; ,0.1,0.0,0.010000000000000002,0.0,0.0,True,True,False,True,documentProductionMode,,KG direct match: document documentProductionMode=Nuôi trồng,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.1000; runtime_relation=0.0000; runtime_context=0.0000
BI_004,Progressive Management Pathway nuôi trồng an toàn sinh học FAO,biosecurity-management,8,FAO_037,Preventing and managing aquatic animal disease risks in aquaculture through a progressive management pathway,0.1,0.0,KG direct match: document documentProductionMode=Nuôi trồng ; documentProductionMode=Nuôi trồng (+0.10) ;  ; ,0.1,0.0,0.010000000000000002,0.0,0.0,True,True,False,True,documentProductionMode,,KG direct match: document documentProductionMode=Nuôi trồng,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.1000; runtime_relation=0.0000; runtime_context=0.0000
BI_004,Progressive Management Pathway nuôi trồng an toàn sinh học FAO,biosecurity-management,9,FAO_023,"Environmental impact assessment and monitoring in aquaculture. Requirements, practices, effectiveness and improvements",0.1,0.0,KG direct match: document documentProductionMode=Nuôi trồng ; documentProductionMode=Nuôi trồng (+0.10) ;  ; ,0.1,0.0,0.010000000000000002,0.0,0.0,True,True,False,True,documentProductionMode,,KG direct match: document documentProductionMode=Nuôi trồng,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.1000; runtime_relation=0.0000; runtime_context=0.0000
BI_004,Progressive Management Pathway nuôi trồng an toàn sinh học FAO,biosecurity-management,10,FAO_042_i3720e,The State of World Fisheries and Aquaculture 2024 – Blue Transformation in action,0.1,0.0,KG direct match: document documentProductionMode=Nuôi trồng ; documentProductionMode=Nuôi trồng (+0.10) ;  ; ,0.1,0.0,0.010000000000000002,0.0,0.0,True,True,False,True,documentProductionMode,,KG direct match: document documentProductionMode=Nuôi trồng,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.1000; runtime_relation=0.0000; runtime_context=0.0000
BI_006,phân tích rủi ro nuôi trồng thủy sản áp dụng thực tiễn,biosecurity-management,1,FAO_019,Understanding and applying risk analysis in aquaculture,0.1,0.0,KG direct match: document documentProductionMode=Nuôi trồng ; documentProductionMode=Nuôi trồng (+0.10) ;  ; ,0.1,0.0,0.010000000000000002,0.0,0.0,True,True,False,True,documentProductionMode,,KG direct match: document documentProductionMode=Nuôi trồng,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.1000; runtime_relation=0.0000; runtime_context=0.0000
BI_006,phân tích rủi ro nuôi trồng thủy sản áp dụng thực tiễn,biosecurity-management,2,FAO_027,Aquaculture Adaptation Framework for Climate Change (Aqua-Adapt),0.1,0.0,KG direct match: document documentProductionMode=Nuôi trồng ; documentProductionMode=Nuôi trồng (+0.10) ;  ; ,0.1,0.0,0.010000000000000002,0.0,0.0,True,True,False,True,documentProductionMode,,KG direct match: document documentProductionMode=Nuôi trồng,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.1000; runtime_relation=0.0000; runtime_context=0.0000
BI_006,phân tích rủi ro nuôi trồng thủy sản áp dụng thực tiễn,biosecurity-management,3,FAO_020,Risk Analysis for Movements of Live Aquatic Animals. An introductory training course,0.1,0.0,KG direct match: document documentProductionMode=Nuôi trồng ; documentProductionMode=Nuôi trồng (+0.10) ;  ; ,0.1,0.0,0.010000000000000002,0.0,0.0,True,True,False,True,documentProductionMode,,KG direct match: document documentProductionMode=Nuôi trồng,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.1000; runtime_relation=0.0000; runtime_context=0.0000
BI_006,phân tích rủi ro nuôi trồng thủy sản áp dụng thực tiễn,biosecurity-management,4,FAO_023,"Environmental impact assessment and monitoring in aquaculture. Requirements, practices, effectiveness and improvements",0.1,0.0,KG direct match: document documentProductionMode=Nuôi trồng ; documentProductionMode=Nuôi trồng (+0.10) ;  ; ,0.1,0.0,0.010000000000000002,0.0,0.0,True,True,False,True,documentProductionMode,,KG direct match: document documentProductionMode=Nuôi trồng,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.1000; runtime_relation=0.0000; runtime_context=0.0000
BI_006,phân tích rủi ro nuôi trồng thủy sản áp dụng thực tiễn,biosecurity-management,5,FAO_022,Aquaculture development. 4. Ecosystem approach to aquaculture,0.1,0.0,KG direct match: document documentProductionMode=Nuôi trồng ; documentProductionMode=Nuôi trồng (+0.10) ;  ; ,0.1,0.0,0.010000000000000002,0.0,0.0,True,True,False,True,documentProductionMode,,KG direct match: document documentProductionMode=Nuôi trồng,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.1000; runtime_relation=0.0000; runtime_context=0.0000
BI_006,phân tích rủi ro nuôi trồng thủy sản áp dụng thực tiễn,biosecurity-management,6,FAO_004,The Progressive Management Pathway for Aquaculture Biosecurity: Guidelines for application,0.1,0.0,KG direct match: document documentProductionMode=Nuôi trồng ; documentProductionMode=Nuôi trồng (+0.10) ;  ; ,0.1,0.0,0.010000000000000002,0.0,0.0,True,True,False,True,documentProductionMode,,KG direct match: document documentProductionMode=Nuôi trồng,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.1000; runtime_relation=0.0000; runtime_context=0.0000
BI_006,phân tích rủi ro nuôi trồng thủy sản áp dụng thực tiễn,biosecurity-management,7,FAO_006,"FAO Second International Technical Seminar/Workshop on Acute hepatopancreatic necrosis disease (AHPND), Bangkok, Thailand 23–25 June 2016",0.1,0.0,KG direct match: document documentProductionMode=Nuôi trồng ; documentProductionMode=Nuôi trồng (+0.10) ;  ; ,0.1,0.0,0.010000000000000002,0.0,0.0,True,True,False,True,documentProductionMode,,KG direct match: document documentProductionMode=Nuôi trồng,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.1000; runtime_relation=0.0000; runtime_context=0.0000
BI_006,phân tích rủi ro nuôi trồng thủy sản áp dụng thực tiễn,biosecurity-management,8,FAO_029,"Impacts of climate change on fisheries and aquaculture. Synthesis of current knowledge, adaptation and mitigation options",0.1,0.0,KG direct match: document documentProductionMode=Nuôi trồng ; documentProductionMode=Nuôi trồng (+0.10) ;  ; ,0.1,0.0,0.010000000000000002,0.0,0.0,True,True,False,True,documentProductionMode,,KG direct match: document documentProductionMode=Nuôi trồng,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.1000; runtime_relation=0.0000; runtime_context=0.0000
BI_006,phân tích rủi ro nuôi trồng thủy sản áp dụng thực tiễn,biosecurity-management,9,FAO_013,Surveillance and zoning for aquatic animal diseases,0.1,0.0,KG direct match: document documentProductionMode=Nuôi trồng ; documentProductionMode=Nuôi trồng (+0.10) ;  ; ,0.1,0.0,0.010000000000000002,0.0,0.0,True,True,False,True,documentProductionMode,,KG direct match: document documentProductionMode=Nuôi trồng,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.1000; runtime_relation=0.0000; runtime_context=0.0000
BI_006,phân tích rủi ro nuôi trồng thủy sản áp dụng thực tiễn,biosecurity-management,10,FAO_007,"Report of the Ninth Session of the Central Asian and Caucasus Regional Fisheries and Aquaculture Commission, Almaty, Kazakhstan, 25–26 November 2025",0.1,0.0,KG direct match: document documentProductionMode=Nuôi trồng ; documentProductionMode=Nuôi trồng (+0.10) ;  ; ,0.1,0.0,0.010000000000000002,0.0,0.0,True,True,False,True,documentProductionMode,,KG direct match: document documentProductionMode=Nuôi trồng,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.1000; runtime_relation=0.0000; runtime_context=0.0000
BI_007,ứng phó khẩn cấp dịch bệnh thủy sản hệ thống quốc gia,biosecurity-management,1,FAO_004,The Progressive Management Pathway for Aquaculture Biosecurity: Guidelines for application,0.0,0.0, ;  ;  ; ,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.0000; runtime_relation=0.0000; runtime_context=0.0000
BI_007,ứng phó khẩn cấp dịch bệnh thủy sản hệ thống quốc gia,biosecurity-management,2,FAO_034,A survey of national emergency preparedness and response (EPR) systems. FAO Project TCP/INT/3501: Strengthening biosecurity governance and capacities for dealing with the serious shrimp infectious myonecrosis virus (IMNV) disease,0.0,0.0, ;  ;  ; ,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.0000; runtime_relation=0.0000; runtime_context=0.0000
BI_007,ứng phó khẩn cấp dịch bệnh thủy sản hệ thống quốc gia,biosecurity-management,3,TCTS_001,Các bệnh thường gặp trên tôm nước lợ và biện pháp phòng chống hiệu quả,0.0,0.0, ;  ;  ; ,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.0000; runtime_relation=0.0000; runtime_context=0.0000
BI_007,ứng phó khẩn cấp dịch bệnh thủy sản hệ thống quốc gia,biosecurity-management,4,VAWRE_001,Nghiên cứu biến động và giải pháp kiểm soát chất lượng môi trường vùng nuôi tôm tập trung tại Quảng Ninh,0.0,0.0, ;  ;  ; ,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.0000; runtime_relation=0.0000; runtime_context=0.0000
BI_007,ứng phó khẩn cấp dịch bệnh thủy sản hệ thống quốc gia,biosecurity-management,5,FAO_006,"FAO Second International Technical Seminar/Workshop on Acute hepatopancreatic necrosis disease (AHPND), Bangkok, Thailand 23–25 June 2016",0.0,0.0, ;  ;  ; ,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.0000; runtime_relation=0.0000; runtime_context=0.0000
BI_007,ứng phó khẩn cấp dịch bệnh thủy sản hệ thống quốc gia,biosecurity-management,6,KNQG_001,"Phát triển nuôi cá lồng bè trên biển bền vững, thích ứng biến đổi khí hậu",0.0,0.0, ;  ;  ; ,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.0000; runtime_relation=0.0000; runtime_context=0.0000
BI_007,ứng phó khẩn cấp dịch bệnh thủy sản hệ thống quốc gia,biosecurity-management,7,TB_006,Hoại tử cơ (IMNV) trên tôm và chiến lược kiểm soát,0.0,0.0, ;  ;  ; ,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.0000; runtime_relation=0.0000; runtime_context=0.0000
BI_007,ứng phó khẩn cấp dịch bệnh thủy sản hệ thống quốc gia,biosecurity-management,8,NACA_003,"Report of the fifteenth meeting of the Asia Regional Advisory Group on Aquatic Animal Health, 21-23 November 2016",0.0,0.0, ;  ;  ; ,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.0000; runtime_relation=0.0000; runtime_context=0.0000
BI_007,ứng phó khẩn cấp dịch bệnh thủy sản hệ thống quốc gia,biosecurity-management,9,FAO_013,Surveillance and zoning for aquatic animal diseases,0.0,0.0, ;  ;  ; ,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.0000; runtime_relation=0.0000; runtime_context=0.0000
BI_007,ứng phó khẩn cấp dịch bệnh thủy sản hệ thống quốc gia,biosecurity-management,10,FAO_019,Understanding and applying risk analysis in aquaculture,0.0,0.0, ;  ;  ; ,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.0000; runtime_relation=0.0000; runtime_context=0.0000
BI_010,sổ tay chẩn đoán bệnh thủy sản châu Á,biosecurity-management,1,FAO_009,Asia diagnostic guide to aquatic animal diseases,0.0,0.0, ;  ;  ; ,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.0000; runtime_relation=0.0000; runtime_context=0.0000
BI_010,sổ tay chẩn đoán bệnh thủy sản châu Á,biosecurity-management,2,FAO_029,"Impacts of climate change on fisheries and aquaculture. Synthesis of current knowledge, adaptation and mitigation options",0.0,0.0, ;  ;  ; ,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,diagnostic approximation; final hybrid scoring unchanged; runtime_direct=0.0000; runtime_relation=0.0000; runtime_context=0.0000
