"source_path","proposed_archive_path","action_status","result","message"
"experiments/compute_baseline_metrics_plus.py","","hold","skipped_hold","Skipped by plan action_status=hold."
"experiments/generate_query_expansion_examples.py","","hold","skipped_hold","Skipped by plan action_status=hold."
"experiments/run_extended_evaluation.py","","hold","skipped_hold","Skipped by plan action_status=hold."
"experiments/run_hybrid_candidate_fusion.py","","hold","skipped_hold","Skipped by plan action_status=hold."
"experiments/run_kg_ablation.py","","hold","skipped_hold","Skipped by plan action_status=hold."
"full_corpus_metadata_audit.py","","hold","skipped_hold","Skipped by plan action_status=hold."
"full_corpus_metadata_cleanup.py","","hold","skipped_hold","Skipped by plan action_status=hold."
"full_corpus_pipeline_summary.py","","hold","skipped_hold","Skipped by plan action_status=hold."
"full_corpus_query_verification.py","","hold","skipped_hold","Skipped by plan action_status=hold."
"generate_error_analysis_core.py","","hold","skipped_hold","Skipped by plan action_status=hold."
"generate_evaluation_layers_summary.py","","hold","skipped_hold","Skipped by plan action_status=hold."
"measure_core_baseline_latency.py","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/baseline_metrics_plus_report.md","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/competency_questions_results.csv","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/competency_questions_summary.json","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/document_fact_coverage_audit.csv","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/document_fact_coverage_audit.json","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/error_analysis_core.csv","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/error_analysis_summary.json","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/evaluation_layers_summary.json","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/evaluation_layers_summary.md","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/extended_query_evaluation_report.md","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/extended_query_judgment_audit.md","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/figures/fig_ablation_key_metrics.pdf","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/figures/fig_ablation_key_metrics.png","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/figures/fig_baseline_key_metrics.pdf","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/figures/fig_baseline_key_metrics.png","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/figures/fig_candidate_fusion_summary.png","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/figures/fig_extended_evaluation_summary.png","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/figures/fig_hybrid_vs_vector_metadata_by_group.pdf","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/figures/fig_hybrid_vs_vector_metadata_by_group.png","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/figures/fig_kg_ablation_summary.png","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/figures/fig_kg_runtime_contribution_summary.png","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/figures/fig_kg_score_components.png","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/figures/fig_quality_latency_tradeoff.pdf","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/figures/fig_quality_latency_tradeoff.png","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/figures/fig_query_expansion_examples.png","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/final_score_formula_and_runtime_flow.md","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/final_submission_file_checklist.md","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/hybrid_candidate_fusion_analysis.md","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/hybrid_vs_vector_metadata_by_group.csv","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/hybrid_vs_vector_metadata_by_group.md","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/kg_ablation_analysis.md","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/kg_runtime_verification.json","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/kg_score_component_analysis.csv","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/kg_score_component_analysis.md","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/ontology_quality_check.json","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/ontology_quality_check.md","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/ontology_reasoner_consistency_check.json","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/ontology_reasoner_consistency_check.md","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/query_expansion_design.md","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/query_expansion_examples.csv","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/query_understanding_profiles.csv","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/query_understanding_profiles.json","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/query_understanding_profiles.md","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/streamlit_demo_notes.md","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/wilcoxon_hybrid_vs_vector_metadata.csv","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/wilcoxon_hybrid_vs_vector_metadata.json","","hold","skipped_hold","Skipped by plan action_status=hold."
"outputs/wilcoxon_hybrid_vs_vector_metadata.md","","hold","skipped_hold","Skipped by plan action_status=hold."
"post_clean_metadata_cleanup.py","","hold","skipped_hold","Skipped by plan action_status=hold."
"README.md","","hold","skipped_hold","Skipped by plan action_status=hold."
"run_wilcoxon_significance_test.py","","hold","skipped_hold","Skipped by plan action_status=hold."
"semantic_normalization.py","","hold","skipped_hold","Skipped by plan action_status=hold."
"sync_metadata_to_owl.py","","hold","skipped_hold","Skipped by plan action_status=hold."
"validate_semantic_patch.py","","hold","skipped_hold","Skipped by plan action_status=hold."
"verify_disease_priority_queries.py","","hold","skipped_hold","Skipped by plan action_status=hold."
"verify_kg_runtime.py","","hold","skipped_hold","Skipped by plan action_status=hold."
"verify_ontology_quality.py","","hold","skipped_hold","Skipped by plan action_status=hold."
"verify_ontology_reasoner_consistency.py","","hold","skipped_hold","Skipped by plan action_status=hold."
"verify_queries_after_alias_metadata_cleanup.py","","hold","skipped_hold","Skipped by plan action_status=hold."
".streamlit/config.toml","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"app_streamlit.py","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/eval/final_query_set_core.csv","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/eval/metrics/baseline_latency_summary.csv","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/eval/metrics/baseline_metrics_by_group.csv","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/eval/metrics/baseline_metrics_per_query.csv","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/eval/metrics/baseline_metrics_summary.csv","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/eval/relevance_judgments_core.csv","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/eval/results/baseline_hybrid_core.csv","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/eval/results/baseline_lexical_core.csv","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/eval/results/baseline_ontology_sparql_core.csv","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/eval/results/baseline_vector_core.csv","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/eval/results/baseline_vector_metadata_core.csv","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/metadata/document_metadata_cleaned.xlsx","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/ontology/taxon_enriched_facts_v2.owl","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/BIOLOGY_001_biology13100758.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_001_cb2119en.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_002_a1152e.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_003_ca2976en.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_004_cc6858en.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_005_y5040e.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_006_bt131e.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_007_cd8164en.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_008_cb8926en.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_009_y1679e.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_010_ca6052en.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_011_ad824e.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_012_ad505e.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_013_y5325e.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_014_cd8658en.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_015_t0411e.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_016_cd7559en.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_017_ca7588en.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_018_t1623e.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_019_i0490e.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_020_i2571e.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_021_cd8667en.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_022_i1750e.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_023_i0970e.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_024_u3100e.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_025_a0366e.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_026_br813e.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_027_cd6476en.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_028_i3569e.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_029_i9705en.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_031_cd8563en.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_032_cd8633en.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_033_cc6625en.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_034_ca2705en.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_035_w3594e.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_036_i1137e.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_037_na265en.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_038_ca6702en.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_039_ad893e.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_040_i8064en.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_041_cd3785en.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_042_biosecurity_philippines.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_042_i3720e.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_043_boosting_biosecurity_peru.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_044_i2734e03i.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/FAO_045_ca6163en.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/IJMS_001_ijms26178478.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/NACA_001_1737869839.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/NACA_002_1749824700.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/NACA_003_1494554353.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/PLOS_001_pone.0091930.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/PMC_001_PMC10820212.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/PMC_002_PMC6963587.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/PMC_003_PMC11657822.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/PMC_004_PMC12128546.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/PMC_005_PMC12552485.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/PMC_006_PMC8042889.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/PMC_007_PMC8067269.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/PMC_008_PMC11611405.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/PMC_009_PMC12030750.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/PMC_010_PMC7409025.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/PMC_011_PMC5742833.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/PMC_012_PMC7223513.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/PMC_013_PMC12825151.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/PMC_014_PMC9531857.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/PMC_015_PMC12006376.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/PMC_016_PMC4815145.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/PMC_017_PMC11223889.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/PMC_018_PMC12008197.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/PMC_019_PMC6797625.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/PMC_020_PMC10701378.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/PMC_021_PMC9427843.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/PMC_022_PMC11081493.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/PMC_023_PMC10229113.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/PMC_024_PMC9139878.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/PMC_025_PMC4510448.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/PMC_026_PMC11205452.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/PMC_027_PMC12745081.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/PMC_028_PMC5603525.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/PMC_029_PMC6955853.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/PMC_030_PMC10476614.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/PMC_031_PMC91383.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/PMC_032_PMC12435696.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/PMC_033_PMC8339124.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/PMC_034_PMC10141217.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/PMC_035_PMC11861540.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/PMC_036_PMC9125206.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/RIA3_001_quy_hoach_nuoi_tom_hum_2030.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/RIA3_002_TBKQ_QTDX_PhuYen_KhanhHoa_17112023.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/RIA3_003_TBKQ_QTMT_DOT14_T6_2025.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/SEAFDEC_001_DharAK2021.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/SEAFDEC_002_Wong2016.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/SEAFDEC_003_Yuasa2016.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/SEAFDEC_004_sp15-3.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/SEAFDEC_005_WahSLP2016.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/SEAFDEC_006_Apostol2016.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/SEAFDEC_007_Penir2019.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/SEAFDEC_008_Putth2016.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/SEAFDEC_009_Hastuti2016.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/SEAFDEC_010_Hirono2016.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/SEAFDEC_011_Kua2016.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/TB_001_NyanTawCRSDCaMau.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/TB_002_cong_nghe_gen_va_chon_giong_tom_khang_benh.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/TB_003_co_che_co_ban_cua_nhiem_don_le_va_dong_nhiem_DIV1_va_WSSV_o_tom_the_chan_trang.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/TB_004_hoai_tu_co_o_tom_the_chan_trang.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/TB_005_su_hien_dien_cua_benh_dom_trang_va_EHP_va_AHPND_tai_DBSCL_2022_2024.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/TB_006_hoai_tu_co_IMNV_tren_tom_va_chien_luoc_kiem_soat.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/TB_007_benh_dom_trang_o_tom_nuoi_va_cong_nghe_nuoi_tom_nham_phong_benh_dom_trang.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/TCKHTS_001.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"data/raw_docs/TCTS_001_024286.pdf","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"hybrid_search.py","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"kg_runtime.py","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"run_core_baselines.py","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"vector_search.py","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"vector_store/chunks.index","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"vector_store/chunks_meta.pkl","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
"vector_store/config.pkl","","never_touch","skipped_never_touch","Skipped by plan action_status=never_touch."
