doc_id,doc_uri,token,source_field,candidate_property,normalized_label,candidate_class,candidate_property_suggested,target_uri,decision,reason,confidence
FAO_042_biosecurity_philippines,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_042_biosecurity_philippines,Philippines,related_location,aboutLocation,philippines,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
FAO_042_i3720e,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_042_i3720e,fish,related_taxon,aboutTaxon,fish,Fish,aboutTaxon,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Fish,ADD_NEW_ENTITY,generic taxon term; safe to represent as generic Taxon individual,high
FAO_042_i3720e,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_042_i3720e,aquatic species,related_taxon,aboutTaxon,aquatic species,Taxon,aboutTaxon,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_AquaticTaxon,ADD_NEW_ENTITY,generic taxon term; safe to represent as generic Taxon individual,high
FAO_043,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_043,shrimp,related_taxon,aboutTaxon,shrimp,Shrimp,aboutTaxon,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp,ADD_NEW_ENTITY,generic taxon term; safe to represent as generic Taxon individual,high
FAO_043,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_043,Peru,related_location,aboutLocation,peru,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
FAO_044,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_044,shrimp,related_taxon,aboutTaxon,shrimp,Shrimp,aboutTaxon,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp,ADD_NEW_ENTITY,generic taxon term; safe to represent as generic Taxon individual,high
FAO_045,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_045,prawns and shrimps,related_taxon,aboutTaxon,prawns and shrimps,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
FAO_045,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_045,shrimp,related_taxon,aboutTaxon,shrimp,Shrimp,aboutTaxon,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp,ADD_NEW_ENTITY,generic taxon term; safe to represent as generic Taxon individual,high
FAO_045,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_045,IMN,related_disease,aboutDisease,imn,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
FAO_045,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_045,Brazil,related_location,aboutLocation,brazil,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
FAO_045,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_045,China,related_location,aboutLocation,china,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
FAO_045,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_045,Ecuador,related_location,aboutLocation,ecuador,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
FAO_045,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_045,Indonesia,related_location,aboutLocation,indonesia,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
FAO_045,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_045,Mexico,related_location,aboutLocation,mexico,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
FAO_045,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#FAO_045,Thailand,related_location,aboutLocation,thailand,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
NACA_001,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#NACA_001,mud crab,related_taxon,aboutTaxon,mud crab,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
NACA_001,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#NACA_001,Scylla spp.,related_taxon,aboutTaxon,scylla spp,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
NACA_002,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#NACA_002,Saudi Arabia,related_location,aboutLocation,saudi arabia,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
NACA_003,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#NACA_003,aquatic animals,related_taxon,aboutTaxon,aquatic animals,Taxon,aboutTaxon,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_AquaticTaxon,ADD_NEW_ENTITY,generic taxon term; safe to represent as generic Taxon individual,high
NACA_003,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#NACA_003,shrimp,related_taxon,aboutTaxon,shrimp,Shrimp,aboutTaxon,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp,ADD_NEW_ENTITY,generic taxon term; safe to represent as generic Taxon individual,high
NACA_003,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#NACA_003,crabs and lobsters,related_taxon,aboutTaxon,crabs and lobsters,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
NACA_003,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#NACA_003,freshwater prawns,related_taxon,aboutTaxon,freshwater prawns,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
NACA_003,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#NACA_003,marine finfish,related_taxon,aboutTaxon,marine finfish,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
NACA_003,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#NACA_003,molluscs,related_taxon,aboutTaxon,molluscs,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
PMC_001,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_001,shrimp,related_taxon,aboutTaxon,shrimp,Shrimp,aboutTaxon,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp,ADD_NEW_ENTITY,generic taxon term; safe to represent as generic Taxon individual,high
PMC_001,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_001,EHP,related_disease,aboutDisease,ehp,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
PMC_001,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_001,Enterocytozoon hepatopenaei,related_disease,aboutDisease,enterocytozoon hepatopenaei,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
PMC_001,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_001,HPM,related_disease,aboutDisease,hpm,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
PMC_002,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_002,penaeid shrimp,related_taxon,aboutTaxon,penaeid shrimp,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
PMC_002,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_002,shrimp,related_taxon,aboutTaxon,shrimp,Shrimp,aboutTaxon,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp,ADD_NEW_ENTITY,generic taxon term; safe to represent as generic Taxon individual,high
PMC_002,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_002,EHP,related_disease,aboutDisease,ehp,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
PMC_002,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_002,Enterocytozoon hepatopenaei,related_disease,aboutDisease,enterocytozoon hepatopenaei,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
PMC_003,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_003,EHP,related_disease,aboutDisease,ehp,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
PMC_003,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_003,Ecytonucleospora hepatopenaei,related_disease,aboutDisease,ecytonucleospora hepatopenaei,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
PMC_004,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_004,EHP,related_disease,aboutDisease,ehp,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
PMC_004,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_004,Enterocytozoon hepatopenaei,related_disease,aboutDisease,enterocytozoon hepatopenaei,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
PMC_005,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_005,EHP,related_disease,aboutDisease,ehp,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
PMC_005,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_005,Ecytonucleospora hepatopenaei,related_disease,aboutDisease,ecytonucleospora hepatopenaei,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
PMC_006,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_006,shrimp,related_taxon,aboutTaxon,shrimp,Shrimp,aboutTaxon,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp,ADD_NEW_ENTITY,generic taxon term; safe to represent as generic Taxon individual,high
PMC_010,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_010,shrimp,related_taxon,aboutTaxon,shrimp,Shrimp,aboutTaxon,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp,ADD_NEW_ENTITY,generic taxon term; safe to represent as generic Taxon individual,high
PMC_012,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_012,shrimp,related_taxon,aboutTaxon,shrimp,Shrimp,aboutTaxon,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp,ADD_NEW_ENTITY,generic taxon term; safe to represent as generic Taxon individual,high
PMC_013,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_013,IMN,related_disease,aboutDisease,imn,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
PMC_020,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_020,EHP,related_disease,aboutDisease,ehp,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
PMC_020,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_020,Enterocytozoon hepatopenaei,related_disease,aboutDisease,enterocytozoon hepatopenaei,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
PMC_021,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_021,EHP,related_disease,aboutDisease,ehp,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
PMC_021,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_021,Enterocytozoon hepatopenaei,related_disease,aboutDisease,enterocytozoon hepatopenaei,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
PMC_022,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_022,EHP,related_disease,aboutDisease,ehp,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
PMC_022,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_022,Enterocytozoon hepatopenaei,related_disease,aboutDisease,enterocytozoon hepatopenaei,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
PMC_023,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_023,shrimp,related_taxon,aboutTaxon,shrimp,Shrimp,aboutTaxon,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp,ADD_NEW_ENTITY,generic taxon term; safe to represent as generic Taxon individual,high
PMC_027,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_027,EHP,related_disease,aboutDisease,ehp,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
PMC_027,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_027,Enterocytozoon hepatopenaei,related_disease,aboutDisease,enterocytozoon hepatopenaei,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
PMC_027,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_027,decapod hepanhamaparvovirus genotype V,related_disease,aboutDisease,decapod hepanhamaparvovirus genotype v,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
PMC_027,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_027,Thailand,related_location,aboutLocation,thailand,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
PMC_031,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_031,Ecuador,related_location,aboutLocation,ecuador,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
PMC_031,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#PMC_031,Mexico,related_location,aboutLocation,mexico,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
SEAFDEC_001,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_001,shrimp,related_taxon,aboutTaxon,shrimp,Shrimp,aboutTaxon,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp,ADD_NEW_ENTITY,generic taxon term; safe to represent as generic Taxon individual,high
SEAFDEC_002,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_002,penaeid shrimp,related_taxon,aboutTaxon,penaeid shrimp,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
SEAFDEC_002,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_002,shrimp,related_taxon,aboutTaxon,shrimp,Shrimp,aboutTaxon,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp,ADD_NEW_ENTITY,generic taxon term; safe to represent as generic Taxon individual,high
SEAFDEC_002,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_002,Singapore,related_location,aboutLocation,singapore,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
SEAFDEC_003,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_003,Japan,related_location,aboutLocation,japan,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
SEAFDEC_004,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_004,Southeast Asia,related_location,aboutLocation,southeast asia,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
SEAFDEC_005,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_005,Myanmar,related_location,aboutLocation,myanmar,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
SEAFDEC_006,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_006,Philippines,related_location,aboutLocation,philippines,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
SEAFDEC_007,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_007,Philippines,related_location,aboutLocation,philippines,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
SEAFDEC_008,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_008,Thailand,related_location,aboutLocation,thailand,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
SEAFDEC_009,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_009,shrimp,related_taxon,aboutTaxon,shrimp,Shrimp,aboutTaxon,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#Generic_Shrimp,ADD_NEW_ENTITY,generic taxon term; safe to represent as generic Taxon individual,high
SEAFDEC_009,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_009,Indonesia,related_location,aboutLocation,indonesia,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
SEAFDEC_011,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#SEAFDEC_011,Malaysia,related_location,aboutLocation,malaysia,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
TCKHTS_001,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#TCKHTS_001,Hà Tĩnh,related_location,aboutLocation,ha tinh,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
TCKHTS_001,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#TCKHTS_001,Thạch Hà,related_location,aboutLocation,thach ha,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
TCKHTS_001,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#TCKHTS_001,Cẩm Xuyên,related_location,aboutLocation,cam xuyen,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
TCKHTS_001,http://www.semanticweb.org/lenovo/ontologies/2026/0/untitled-ontology-3#TCKHTS_001,Nghi Xuân,related_location,aboutLocation,nghi xuan,,,,DENY_AUTO_BACKFILL,no exact mapping; not safe to auto-create or assert,low
